2000
9,317
18,319
29,322
59,324
66,327
71,330
73,333
104,335
107,338
107,340
110,343
116,345
127,347
138,349
144,351
161,353
164,354
183,355
185,356
217,357
242,358
247,359
252,359
254,359
254,360
257,360
264,360
275,360
284,360
296,360
314,360
322,360
326,360
345,359
348,359
359,359
370,359
385,358
390,358
408,357
411,356
411,356
424,355
435,355
447,354
454,354
468,353
475,353
488,352
499,352
509,351
520,351
532,350
543,349
549,349
577,348
577,348
602,347
618,346
622,345
624,345
628,344
633,343
635,342
650,341
661,340
668,339
711,338
714,336
717,335
719,333
723,332
737,331
737,329
740,328
757,327
764,326
784,325
791,324
797,323
813,321
815,321
841,321
843,322
849,322
869,321
873,321
883,320
883,319
898,318
903,317
917,316
926,315
952,314
977,313
985,312
988,310
993,309
995,308
1000,307
1010,306
1022,305
1033,305
1042,305
1053,304
1053,304
1064,304
1077,303
1084,303
1109,302
1112,301
1117,299
1128,297
1144,295
1147,292
1164,290
1168,287
1184,285
1188,283
1213,280
1218,279
1218,277
1220,276
1240,275
1243,274
1274,272
1277,271
1282,270
1285,268
1319,267
1347,265
1372,264
1390,263
1393,263
1401,262
1403,261
1405,261
1405,261
1409,260
1412,260
1414,260
1417,260
1427,260
1438,260
1448,260
1477,260
1479,259
1482,259
1488,259
1517,259
1522,260
1524,260
1524,261
1533,261
1544,262
1555,263
1563,263
1578,264
1585,265
1596,266
1608,267
1623,268
1627,269
1640,270
1652,271
1660,272
1685,273
1713,274
1724,275
1724,276
1727,278
1729,279
1732,280
1735,280
1747,282
1758,283
1769,284
1781,285
1792,285
1798,286
1810,287
1822,288
1837,289
1840,289
1840,290
1859,291
1862,291
1873,292
1887,292
1895,293
1907,294
1917,294
1949,295
1974,295
1987,296
1989,297
1994,298
1997,299
1999,299
2001,300
2017,301
2019,303
2028,306
2053,307
2078,310
2084,312
2087,314
2089,315
2096,318
2098,319
2129,321
2132,323
2135,325
2140,327
2159,330
2159,332
2174,334
2174,336
2185,339
2193,341
2209,343
2213,346
2233,348
2235,350
2247,352
2275,354
2278,355
2280,356
2292,357
2323,358
2326,359
2332,359
2334,359
2334,359
2344,359
2354,360
2365,359
2377,360
2388,360
2422,360
2448,360
2460,360
2463,359
2467,359
2469,358
2471,357
2478,356
2484,355
2484,354
2494,352
2503,351
2515,350
2526,349
2537,349
2548,348
2557,347
2570,346
2579,345
2591,344
2616,343
2628,342
2630,342
2638,341
2640,340
2669,339
2669,338
2672,338
2674,337
2685,336
2714,336
2717,335
2725,334
2729,334
2740,333
2748,332
2782,332
2808,331
2822,330
2827,329
2829,329
2832,328
2832,327
2834,327
2838,326
2842,325
2855,325
2872,324
2874,324
2891,323
2897,322
2917,322
2919,321
2931,320
2942,320
2952,319
2962,319
2973,318
2973,317
2984,316
2998,316
3002,315
3018,314
3024,313
3043,313
3047,312
3058,311
3068,310
3079,309
3090,308
3101,308
3119,307
3119,307
3153,306
3153,305
3178,305
3198,304
3200,304
3204,303
3209,302
3212,301
3214,301
3217,301
3246,302
3265,303
3268,303
3270,304
3273,304
3283,303
3294,303
3294,302
3303,301
3314,300
3326,299
3337,297
3355,295
3358,293
3367,291
3378,289
3389,287
3401,286
3412,284
3419,283
3437,281
3440,280
3440,279
3452,278
3464,276
3473,276
3484,275
3495,275
3524,275
3549,275
3552,275
3554,275
3560,274
3563,274
3570,274
3582,274
3597,273
3603,273
3614,272
3614,271
3625,271
3637,270
3643,270
3663,269
3665,269
3683,268
3685,268
3697,268
3710,268
3718,268
3729,268
3745,268
3750,268
3766,268
3772,268
3772,269
3785,269
3795,269
3805,269
3817,269
3831,269
3834,270
3851,270
3857,271
3887,271
3913,272
3941,273
3958,273
3963,274
3965,275
3969,276
3969,278
3974,279
3977,280
3979,281
3982,282
3986,283
3997,283
4008,285
4019,286
4030,287
4042,287
4046,289
4064,290
4068,291
4087,292
4087,293
4090,294
4109,295
4112,295
4128,296
4133,297
4148,297
4157,298
4168,299
4177,300
4193,300
4199,301
4213,302
4227,303
4229,305
4256,307
4281,309
4281,312
4293,314
4295,317
4300,320
4303,323
4305,326
4317,329
4329,332
4338,334
4349,337
4361,339
4372,342
4379,344
4393,347
4404,349
4413,351
4413,353
4424,354
4438,356
4442,358
4458,360
4465,362
4483,363
4486,364
4503,364
4507,365
4537,364
4556,364
4563,364
4565,363
4570,363
4573,362
4573,361
4584,360
4595,359
